abilities,bug,dark,dragon,electric,fairy,fight,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,health points,japanese_name,name,percentage_male,pokedex_number,special attack,special defense,speed,type1,type2,weight_kg,generation,is_legendary,image
"['Chlorophyll', 'Solar Power', 'Early Bird']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,425,120,Sun Pokémon,55,1059860,0.8,75,Kimawariキマワリ,sunflora,50,192,105,85,30,grass,no secondary type,8.5,Generation 2,0,./assets/images/sunflora.png
"['Speed Boost', 'Compoundeyes', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,65,5120,70,390,75,Clear Wing Pokémon,45,1000000,1.2,65,Yanyanmaヤンヤンマ,yanma,50,193,75,45,95,bug,flying,38,Generation 2,0,./assets/images/yanma.png
"['Damp', 'Water Absorb', 'Unaware']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,45,5120,70,210,255,Water Fish Pokémon,45,1000000,0.4,55,Upahウパー,wooper,50,194,25,25,15,water,ground,8.5,Generation 2,0,./assets/images/wooper.png
"['Damp', 'Water Absorb', 'Unaware']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,430,90,Water Fish Pokémon,85,1000000,1.4,95,Nuohヌオー,quagsire,50,195,65,65,35,water,ground,75,Generation 2,0,./assets/images/quagsire.png
"['Synchronize', 'Magic Bounce']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,8960,70,525,45,Sun Pokémon,60,1000000,0.9,65,Eifieエーフィ,espeon,88.1,196,130,95,110,psychic,no secondary type,26.5,Generation 2,0,./assets/images/espeon.png
"['Synchronize', 'Inner Focus']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,8960,35,525,45,Moonlight Pokémon,110,1000000,1,95,Blackyブラッキー,umbreon,88.1,197,60,130,65,dark,no secondary type,27,Generation 2,0,./assets/images/umbreon.png
"['Insomnia', 'Super Luck', 'Prankster']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,85,5120,35,405,30,Darkness Pokémon,42,1059860,0.5,60,Yamikarasuヤミカラス,murkrow,50,198,85,42,91,dark,flying,2.1,Generation 2,0,./assets/images/murkrow.png
"['Oblivious', 'Own Tempo', 'Regenerator']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,490,70,Royal Pokémon,80,1000000,2,95,Yadokingヤドキング,slowking,50,199,100,110,30,water,psychic,79.5,Generation 2,0,./assets/images/slowking.png
['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,435,45,Screech Pokémon,60,800000,0.7,60,Mumaムウマ,misdreavus,50,200,85,85,85,ghost,no secondary type,1,Generation 2,0,./assets/images/misdreavus.png
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,72,10240,70,336,225,Symbol Pokémon,48,1000000,0.5,48,Unknownアンノーン,unown,,201,72,48,48,psychic,no secondary type,5,Generation 2,0,./assets/images/unown.png
"['Shadow Tag', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,33,5120,70,405,45,Patient Pokémon,58,1000000,1.3,190,Sonansソーナンス,wobbuffet,50,202,33,58,33,psychic,no secondary type,28.5,Generation 2,0,./assets/images/wobbuffet.png
"['Inner Focus', 'Early Bird', 'Sap Sipper']",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,80,5120,70,455,60,Long Neck Pokémon,65,1000000,1.5,70,Kirinrikiキリンリキ,girafarig,50,203,90,65,85,normal,psychic,41.5,Generation 2,0,./assets/images/girafarig.png
"['Sturdy', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,65,5120,70,290,190,Bagworm Pokémon,90,1000000,0.6,50,Kunugidamaクヌギダマ,pineco,50,204,35,35,15,bug,no secondary type,7.2,Generation 2,0,./assets/images/pineco.png
"['Sturdy', 'Overcoat']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,5120,70,465,75,Bagworm Pokémon,140,1000000,1.2,75,Foretosフォレトス,forretress,50,205,60,60,40,bug,steel,125.8,Generation 2,0,./assets/images/forretress.png
"['Serene Grace', 'Run Away', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,5120,70,415,190,Land Snake Pokémon,70,1000000,1.5,100,Nokocchiノコッチ,dunsparce,50,206,65,65,45,normal,no secondary type,14,Generation 2,0,./assets/images/dunsparce.png
"['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,75,5120,70,430,60,Flyscorpion Pokémon,105,1059860,1.1,65,Gligerグライガー,gligar,50,207,35,65,85,ground,flying,64.8,Generation 2,0,./assets/images/gligar.png
"['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,125,6400,70,610,25,Iron Snake Pokémon,230,1000000,9.2,75,Haganeilハガネール,steelix,50,208,55,95,30,steel,ground,400,Generation 2,0,./assets/images/steelix.png
"['Intimidate', 'Run Away', 'Rattled']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,300,190,Fairy Pokémon,50,800000,0.6,60,Buluブルー,snubbull,24.6,209,40,40,30,fairy,no secondary type,7.8,Generation 2,0,./assets/images/snubbull.png
"['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,5120,70,450,75,Fairy Pokémon,75,800000,1.4,90,Granbuluグランブル,granbull,24.6,210,60,60,45,fairy,no secondary type,48.7,Generation 2,0,./assets/images/granbull.png
"['Poison Point', 'Swift Swim', 'Intimidate']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,95,5120,70,440,45,Balloon Pokémon,85,1000000,0.5,65,Harysenハリーセン,qwilfish,50,211,55,55,85,water,poison,3.9,Generation 2,0,./assets/images/qwilfish.png
"['Swarm', 'Technician', 'Light Metal']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,150,6400,70,600,25,Pincer Pokémon,140,1000000,1.8,70,Hassamハッサム,scizor,50,212,65,100,75,bug,steel,118,Generation 2,0,./assets/images/scizor.png
"['Sturdy', 'Gluttony', 'Contrary']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,10,5120,70,505,190,Mold Pokémon,230,1059860,0.6,20,Tsubotsuboツボツボ,shuckle,50,213,10,230,5,bug,rock,20.5,Generation 2,0,./assets/images/shuckle.png
"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,185,6400,70,600,45,Singlehorn Pokémon,115,1250000,1.5,80,Heracrosヘラクロス,heracross,50,214,40,105,75,bug,fighting,54,Generation 2,0,./assets/images/heracross.png
"['Inner Focus', 'Keen Eye', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,95,5120,35,430,60,Sharp Claw Pokémon,55,1059860,0.9,55,Nyulaニューラ,sneasel,50,215,35,75,115,dark,ice,28,Generation 2,0,./assets/images/sneasel.png
"['Pickup', 'Quick Feet', 'Honey Gather']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,330,120,Little Bear Pokémon,50,1000000,0.6,60,Himegumaヒメグマ,teddiursa,50,216,50,50,40,normal,no secondary type,8.8,Generation 2,0,./assets/images/teddiursa.png
"['Guts', 'Quick Feet', 'Unnerve']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,130,5120,70,500,60,Hibernator Pokémon,75,1000000,1.8,90,Ringumaリングマ,ursaring,50,217,75,75,55,normal,no secondary type,125.8,Generation 2,0,./assets/images/ursaring.png
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,40,5120,70,250,190,Lava Pokémon,40,1000000,0.7,40,Magmagマグマッグ,slugma,50,218,70,40,20,fire,no secondary type,35,Generation 2,0,./assets/images/slugma.png
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,50,5120,70,430,75,Lava Pokémon,120,1000000,0.8,60,Magcargotマグカルゴ,magcargo,50,219,90,80,30,fire,rock,55,Generation 2,0,./assets/images/magcargo.png
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,5120,70,250,225,Pig Pokémon,40,1250000,0.4,50,Urimooウリムー,swinub,50,220,30,30,50,ice,ground,6.5,Generation 2,0,./assets/images/swinub.png
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,100,5120,70,450,75,Swine Pokémon,80,1250000,1.1,100,Inomooイノムー,piloswine,50,221,60,60,50,ice,ground,55.8,Generation 2,0,./assets/images/piloswine.png
"['Hustle', 'Natural Cure', 'Regenerator']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,55,5120,70,410,60,Coral Pokémon,95,800000,0.6,65,Sunnygoサニーゴ,corsola,24.6,222,65,95,35,water,rock,5,Generation 2,0,./assets/images/corsola.png
"['Hustle', 'Sniper', 'Moody']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,300,190,Jet Pokémon,35,1000000,0.6,35,Teppouoテッポウオ,remoraid,50,223,65,35,65,water,no secondary type,12,Generation 2,0,./assets/images/remoraid.png
"['Suction Cups', 'Sniper', 'Moody']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,480,75,Jet Pokémon,75,1000000,0.9,75,Okutankオクタン,octillery,50,224,105,75,45,water,no secondary type,28.5,Generation 2,0,./assets/images/octillery.png
"['Vital Spirit', 'Hustle', 'Insomnia']",0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,55,5120,70,330,45,Delivery Pokémon,45,800000,0.9,45,Delibirdデリバード,delibird,50,225,65,45,75,ice,flying,16,Generation 2,0,./assets/images/delibird.png
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,40,6400,70,485,25,Kite Pokémon,70,1250000,2.1,85,Mantainマンタイン,mantine,50,226,80,140,70,water,flying,220,Generation 2,0,./assets/images/mantine.png
"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,80,6400,70,465,25,Armor Bird Pokémon,140,1250000,1.7,65,Airmdエアームド,skarmory,50,227,40,70,70,steel,flying,50.5,Generation 2,0,./assets/images/skarmory.png
"['Early Bird', 'Flash Fire', 'Unnerve']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,60,5120,35,330,120,Dark Pokémon,30,1250000,0.6,45,Delvilデルビル,houndour,50,228,80,50,65,dark,fire,10.8,Generation 2,0,./assets/images/houndour.png
"['Early Bird', 'Flash Fire', 'Unnerve']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,90,5120,35,600,45,Dark Pokémon,90,1250000,1.4,75,Hellgarヘルガー,houndoom,50,229,140,90,115,dark,fire,35,Generation 2,0,./assets/images/houndoom.png
"['Swift Swim', 'Sniper', 'Damp']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,95,5120,70,540,45,Dragon Pokémon,95,1000000,1.8,75,Kingdraキングドラ,kingdra,50,230,95,95,85,water,dragon,152,Generation 2,0,./assets/images/kingdra.png
"['Pickup', 'Sand Veil']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,5120,70,330,120,Long Nose Pokémon,60,1000000,0.5,90,Gomazouゴマゾウ,phanpy,50,231,40,40,40,ground,no secondary type,33.5,Generation 2,0,./assets/images/phanpy.png
"['Sturdy', 'Sand Veil']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,5120,70,500,60,Armor Pokémon,120,1000000,1.1,90,Donfanドンファン,donphan,50,232,60,60,50,ground,no secondary type,120,Generation 2,0,./assets/images/donphan.png
"['Trace', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,515,45,Virtual Pokémon,90,1000000,0.6,85,Porygon2ポリゴン２,porygon2,,233,105,95,60,normal,no secondary type,32.5,Generation 2,0,./assets/images/porygon2.png
"['Intimidate', 'Frisk', 'Sap Sipper']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,5120,70,465,45,Big Horn Pokémon,62,1250000,1.4,73,Odoshishiオドシシ,stantler,50,234,85,65,85,normal,no secondary type,71.2,Generation 2,0,./assets/images/stantler.png
"['Own Tempo', 'Technician', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,20,5120,70,250,45,Painter Pokémon,35,800000,1.2,55,Dobleドーブル,smeargle,50,235,20,45,75,normal,no secondary type,58,Generation 2,0,./assets/images/smeargle.png
"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,35,6400,70,210,75,Scuffle Pokémon,35,1000000,0.7,35,Balkieバルキー,tyrogue,100,236,35,35,35,fighting,no secondary type,21,Generation 2,0,./assets/images/tyrogue.png
"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,6400,70,455,45,Handstand Pokémon,95,1000000,1.4,50,Kapoererカポエラー,hitmontop,100,237,35,110,70,fighting,no secondary type,48,Generation 2,0,./assets/images/hitmontop.png
"['Oblivious', 'Forewarn', 'Hydration']",2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,30,6400,70,305,45,Kiss Pokémon,15,1000000,0.4,45,Muchulムチュール,smoochum,0,238,85,65,65,ice,psychic,6,Generation 2,0,./assets/images/smoochum.png
"['Static', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,6400,70,360,45,Electric Pokémon,37,1000000,0.6,45,Elekidエレキッド,elekid,75.4,239,65,55,95,electric,no secondary type,23.5,Generation 2,0,./assets/images/elekid.png
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,6400,70,365,45,Live Coal Pokémon,37,1000000,0.7,45,Bubyブビィ,magby,75.4,240,70,55,83,fire,no secondary type,21.4,Generation 2,0,./assets/images/magby.png
"['Thick Fat', 'Scrappy', 'Sap Sipper']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,490,45,Milk Cow Pokémon,105,1250000,1.2,95,Miltankミルタンク,miltank,0,241,40,70,100,normal,no secondary type,75.5,Generation 2,0,./assets/images/miltank.png
"['Natural Cure', 'Serene Grace', 'Healer']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10,10240,140,540,30,Happiness Pokémon,10,800000,1.5,255,Happinasハピナス,blissey,0,242,75,135,55,normal,no secondary type,46.8,Generation 2,0,./assets/images/blissey.png
"['Pressure', 'Inner Focus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,20480,35,580,3,Thunder Pokémon,75,1250000,1.9,90,Raikouライコウ,raikou,,243,115,100,115,electric,no secondary type,178,Generation 2,1,./assets/images/raikou.png
"['Pressure', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,115,20480,35,580,3,Volcano Pokémon,85,1250000,2.1,115,Enteiエンテイ,entei,,244,90,75,100,fire,no secondary type,198,Generation 2,1,./assets/images/entei.png
"['Pressure', 'Inner Focus']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,20480,35,580,3,Aurora Pokémon,115,1250000,2,100,Suicuneスイクン,suicune,,245,90,115,85,water,no secondary type,187,Generation 2,1,./assets/images/suicune.png
"['Guts', 'Sand Veil']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,64,10240,35,300,45,Rock Skin Pokémon,50,1250000,0.6,50,Yogirasヨーギラス,larvitar,50,246,45,50,41,rock,ground,72,Generation 2,0,./assets/images/larvitar.png
['Shed Skin'],1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,84,10240,35,410,45,Hard Shell Pokémon,70,1250000,1.2,70,Sanagirasサナギラス,pupitar,50,247,65,70,51,rock,ground,152,Generation 2,0,./assets/images/pupitar.png
"['Sand Stream', 'Unnerve']",2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,164,10240,35,700,45,Armor Pokémon,150,1250000,2,100,Bangirasバンギラス,tyranitar,50,248,95,120,71,rock,dark,202,Generation 2,0,./assets/images/tyranitar.png
"['Pressure', 'Multiscale']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,90,30720,0,680,3,Diving Pokémon,130,1250000,5.2,106,Lugiaルギア,lugia,,249,90,154,110,psychic,flying,216,Generation 2,1,./assets/images/lugia.png
"['Pressure', 'Regenerator']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,130,30720,0,680,3,Rainbow Pokémon,90,1250000,3.8,106,Hououホウオウ,ho-oh,,250,110,154,90,fire,flying,199,Generation 2,1,./assets/images/ho-oh.png
['Natural Cure'],4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,100,30720,100,600,45,Time Travel Pokémon,100,1059860,0.6,100,Celebiセレビィ,celebi,,251,100,100,100,psychic,grass,5,Generation 2,1,./assets/images/celebi.png
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,310,45,Wood Gecko Pokémon,35,1059860,0.5,40,Kimoriキモリ,treecko,88.1,252,65,55,70,grass,no secondary type,5,Generation 3,0,./assets/images/treecko.png
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,405,45,Wood Gecko Pokémon,45,1059860,0.9,50,Juptileジュプトル,grovyle,88.1,253,85,65,95,grass,no secondary type,21.6,Generation 3,0,./assets/images/grovyle.png
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,5120,70,630,45,Forest Pokémon,75,1059860,1.7,70,Jukainジュカイン,sceptile,88.1,254,145,85,145,grass,no secondary type,52.2,Generation 3,0,./assets/images/sceptile.png
"['Blaze', 'Speed Boost']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,60,5120,70,310,45,Chick Pokémon,40,1059860,0.4,45,Achamoアチャモ,torchic,88.1,255,70,50,45,fire,no secondary type,2.5,Generation 3,0,./assets/images/torchic.png
"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,85,5120,70,405,45,Young Fowl Pokémon,60,1059860,0.9,60,Wakasyamoワカシャモ,combusken,88.1,256,85,60,55,fire,fighting,19.5,Generation 3,0,./assets/images/combusken.png
"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,160,5120,70,630,45,Blaze Pokémon,80,1059860,1.9,80,Bursyamoバシャーモ,blaziken,88.1,257,130,80,100,fire,fighting,52,Generation 3,0,./assets/images/blaziken.png
"['Torrent', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,5120,70,310,45,Mud Fish Pokémon,50,1059860,0.4,50,Mizugorouミズゴロウ,mudkip,88.1,258,50,50,40,water,no secondary type,7.6,Generation 3,0,./assets/images/mudkip.png
"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,405,45,Mud Fish Pokémon,70,1059860,0.7,70,Numacrawヌマクロー,marshtomp,88.1,259,60,70,50,water,ground,28,Generation 3,0,./assets/images/marshtomp.png
"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,150,5120,70,635,45,Mud Fish Pokémon,110,1059860,1.5,100,Laglargeラグラージ,swampert,88.1,260,95,110,70,water,ground,81.9,Generation 3,0,./assets/images/swampert.png
"['Run Away', 'Quick Feet', 'Rattled']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,55,3840,70,220,255,Bite Pokémon,35,1000000,0.5,35,Pochienaポチエナ,poochyena,50,261,30,30,35,dark,no secondary type,13.6,Generation 3,0,./assets/images/poochyena.png
"['Intimidate', 'Quick Feet', 'Moxie']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,3840,70,420,127,Bite Pokémon,70,1000000,1,70,Graenaグラエナ,mightyena,50,262,60,60,70,dark,no secondary type,37,Generation 3,0,./assets/images/mightyena.png
"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,3840,70,240,255,Tiny Racoon Pokémon,41,1000000,0.4,38,Jiguzagumaジグザグマ,zigzagoon,50,263,30,41,60,normal,no secondary type,17.5,Generation 3,0,./assets/images/zigzagoon.png
"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,420,90,Rush Pokémon,61,1000000,0.5,78,Massugumaマッスグマ,linoone,50,264,50,61,100,normal,no secondary type,32.5,Generation 3,0,./assets/images/linoone.png
"['Shield Dust', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,3840,70,195,255,Worm Pokémon,35,1000000,0.3,45,Kemussoケムッソ,wurmple,50,265,20,30,20,bug,no secondary type,3.6,Generation 3,0,./assets/images/wurmple.png
['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,Cocoon Pokémon,55,1000000,0.6,50,Karasalisカラサリス,silcoon,50,266,25,25,15,bug,no secondary type,10,Generation 3,0,./assets/images/silcoon.png
"['Swarm', 'Rivalry']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,3840,70,395,45,Butterfly Pokémon,50,1000000,1,60,Agehuntアゲハント,beautifly,50,267,100,50,65,bug,flying,28.4,Generation 3,0,./assets/images/beautifly.png
['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,Cocoon Pokémon,55,1000000,0.7,50,Mayuldマユルド,cascoon,50,268,25,25,15,bug,no secondary type,11.5,Generation 3,0,./assets/images/cascoon.png
"['Shield Dust', 'Compoundeyes']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,3840,70,385,45,Poison Moth Pokémon,70,1000000,1.2,60,Dokucaleドクケイル,dustox,50,269,50,90,65,bug,poison,31.6,Generation 3,0,./assets/images/dustox.png
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,30,3840,70,220,255,Water Weed Pokémon,30,1059860,0.5,40,Hassbohハスボー,lotad,50,270,40,50,30,water,grass,2.6,Generation 3,0,./assets/images/lotad.png
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,3840,70,340,120,Jolly Pokémon,50,1059860,1.2,60,Hasubreroハスブレロ,lombre,50,271,60,70,50,water,grass,32.5,Generation 3,0,./assets/images/lombre.png
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,3840,70,480,45,Carefree Pokémon,70,1059860,1.5,80,Runpappaルンパッパ,ludicolo,50,272,90,100,70,water,grass,55,Generation 3,0,./assets/images/ludicolo.png
"['Chlorophyll', 'Early Bird', 'Pickpocket']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,220,255,Acorn Pokémon,50,1059860,0.5,40,Tanebohタネボー,seedot,50,273,30,30,30,grass,no secondary type,4,Generation 3,0,./assets/images/seedot.png
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,3840,70,340,120,Wily Pokémon,40,1059860,1,70,Konohanaコノハナ,nuzleaf,50,274,60,40,60,grass,dark,28,Generation 3,0,./assets/images/nuzleaf.png
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,100,3840,70,480,45,Wickid Pokémon,60,1059860,1.3,90,Dirtengダーテング,shiftry,50,275,90,60,80,grass,dark,59.6,Generation 3,0,./assets/images/shiftry.png
"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,270,200,TinySwallow Pokémon,30,1059860,0.3,40,Subameスバメ,taillow,50,276,30,30,85,normal,flying,2.3,Generation 3,0,./assets/images/taillow.png
"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,455,45,Swallow Pokémon,60,1059860,0.7,60,Ohsubameオオスバメ,swellow,50,277,75,50,125,normal,flying,19.8,Generation 3,0,./assets/images/swellow.png
"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,30,5120,70,270,190,Seagull Pokémon,30,1000000,0.6,40,Camomeキャモメ,wingull,50,278,55,30,85,water,flying,9.5,Generation 3,0,./assets/images/wingull.png
"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,440,45,Water Bird Pokémon,100,1000000,1.2,60,Pelipperペリッパー,pelipper,50,279,95,70,65,water,flying,28,Generation 3,0,./assets/images/pelipper.png
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,5120,35,198,235,Feeling Pokémon,25,1250000,0.4,28,Raltsラルトス,ralts,50,280,45,35,40,psychic,fairy,6.6,Generation 3,0,./assets/images/ralts.png
